Book,Chapter,Verse,ASY,TRL,ENG
,,36,"ܘܐ݇ܡܝܼܪܹܗ ܐܸܠܲܝܗܝ ܡܲܬܠܵܐ، ”ܐ݇ܢܵܫܵܐ ܠܹܐ ܦܵܪܹܛ ܥܵܪܵܝܬܵܐ ܡ̣ܢ ܠܒ݂ܝܼܫܬܵܐ ܚܲܕܬܵܐ ܘܕܵܪܹܐ ܠܵܗ̇ ܥܲܠ ܓ̰ܘܼܠܵܐ ܥܲܬܝܼܩܵܐ. ܣܵܒܵܒ ܬܸܪܘܲܝܗܝ ܠܹܐ ܕܵܒ݂ܩܝܼ ܥܲܡ ܥܘܼܕܵܠܹ̈ܐ، ܘܥܲܬܝܼܩܵܐ ܒܸܬ ܟ̰ܲܢܟ̰ܸܪ ܠܚܵܕ݇ܬܵܐ.","O meereh ilayhy matla, ”nasha le pareṭ 'arayta min lweeshta khadta o dare-laha 'al joela 'ateeqa. Sabab tirwayhy le dawqee 'am 'oedale, o 'ateeqa bit chanchir lkhata.","And he spake also a parable unto them; No man rendeth a piece from a new garment and putteth it upon an old garment; else he will rend the new, and also the piece from the new will not agree with the old."
,,37,"”ܘܠܹܐ ܕܵܪܹܐ ܐ݇ܢܵܫܵܐ ܚܲܡܪܵܐ ܚܵܕ݇ܬܵܐ ܓܵܘ ܓܘܼܕܹ̈ܐ ܥܲܬܝܼܩܹ̈ܐ، ܣܵܒܵܒ ܚܲܡܪܵܐ ܚܵܕ݇ܬܵܐ ܒܸܬ ܒܵܙܹܥ ܠܓܘܼܕܹ̈ܐ، ܘܚܲܡܪܵܐ ܒܸܬ ܬܵܦܹܟ݂، ܘܓܘܼܕܹ̈ܐ ܒܸܬ ܚܵܪܒ݂ܝܼ.","”O le dare nasha khamra khata gaw goede 'ateeqe, sabab khamra khata bit baze' lgoede, o khamra bit tapekh, o goede bit kharwee.","And no man putteth new wine into old wineskins; else the new wine will burst the skins, and itself will be spilled, and the skins will perish."
,,38,"ܐܝܼܢܵܐ ܟܹܐ ܕܵܪܝܼ ܚܲܡܪܵܐ ܚܵܕ݇ܬܵܐ ܒܓܘܼܕܹ̈ܐ ܚܵܕ݇ܬܹ̈ܐ، ܘܬܸܪܘܲܝܗܝ ܟܹܐ ܦܵܝܫܝܼ ܢܛܝܼܪܹܐ.","Eena ke daree khamra khata bgoede khate, o tirwayhy ke payshee nṭeere.",But new wine must be put into fresh wineskins.
,,39,"ܘܐ݇ܢܵܫܵܐ ܠܹܐ ܒܵܥܹܐ ܕܫܵܬܹܐ ܚܲܡܪܵܐ ܚܵܕ݇ܬܵܐ ܡ̣ܢ ܒܵܬ݇ܪ ܕܗܵܘܹܐ ܫܸܬܝܵܐ ܚܲܡܪܵܐ ܥܲܬܝܼܩܵܐ، ܣܵܒܵܒ ܟܹܐ ܐܵܡܹܪ ܕܥܲܬܝܼܩܵܐ ܒܘܼܫ ܒܲܣܝܼܡܵܐ ܝܠܹܗ.“","O nasha le ba'e dshate khamra khata min bar dhawe shitya khamra 'ateeqa, sabab ke amer d'ateeqa boesh baseema-yleh.“","And no man having drunk old wine desireth new: for he saith, The old is good."
,6,1,"ܟܲܕ ܒܸܥܒ݂ܵܪܵܐ ܝܗ݇ܘܵܐ ܝܼܫܘܿܥ ܒܝܵܘܡܵܐ ܕܫܲܒܬܵܐ ܡ̣ܢ ܓܵܘ ܚܲܩܠܵܢܹ̈ܐ، ܫܘܼܪܹܐ ܠܗܘܿܢ ܬܲܠܡܝܼܕܘܼ̈ܗܝ ܒܸܫܠܵܓܵܐ ܫܸܒܠܹ̈ܐ، ܘܒܸܦܪܵܟ݂ܵܐ ܒܐܝܼܕܵܬܲܝ̈ܗܝ ܘܒܹܐܟ݂ܵܠܵܐ.","Kad bi'wara ywa eeshoo' byawma dshabta min gaw khaqlane, shoere-lhoon talmeedoehy bishlaga shible, o biprakha beedatayhy o bekhala.","Now it came to pass on a sabbath, that he was going through the cornfields; and his disciples plucked the ears of corn, and did eat, rubbing them in their hands."
,,2,"ܘܐ݇ܢܵܫܹ̈ܐ ܡ̣ܢ ܦܪ̈ܝܼܫܹܐ ܐ݇ܡܝܼܪܗܘܿܢ ܐܸܠܲܝܗܝ، ”ܩܵܡܘܿܕܝܼ ܒܸܥܒ݂ܵܕܵܐ ܝܬܘܿܢ ܡܸܢܕܝܼ ܕܠܹܐ ܝܠܹܗ ܩܵܢܘܿܢܵܝܵܐ ܠܸܥܒ݂ܵܕܵܐ ܒܝܵܘܡܵܐ ܕܫܲܒܬܵܐ؟“","O nashe min preeshe meerhoon ilayhy, ”qamoodee bi'wada ytoon mindee dle-yleh qanoonaya li'wada byawma dshabta?“","But certain of the Pharisees said, Why do ye that which it is not lawful to do on the sabbath day?"
,,3,"ܓ̰ܘܼܘܸܒ ܠܹܗ ܝܼܫܘܿܥ ܐܸܠܲܝܗܝ، ”ܠܵܐ ܩܪܹܐ ܠܵܘܟ݂ܘܿܢ ܡܘܿܕܝܼ ܥܒ݂ܝܼܕ ܠܹܗ ܕܵܘܝܼܕ ܐܝܼܡܲܢ ܕܗ̇ܘ ܘܐܵܢܝܼ ܕܝܼܗ݇ܘܵܘ ܥܲܡܹܗ ܟܦܝܼܢܗܘܿܢ؟","Joewib-leh eeshoo' ilayhy, ”la qre lawkhoon moodee 'weed-leh daweed eeman dhaw o anee deewaw 'ameh kpeenhoon?","And Jesus answering them said, Have ye not read even this, what David did, when he was an hungred, he, and they that were with him;"
,,4,"”ܥܒ݂ܝܼܪܹܗ ܠܒܲܝܬܵܐ ܕܐܲܠܵܗܵܐ، ܘܠܲܚܡܵܐ ܕܦܵܬܘܿܪܵܐ ܕܡܵܪܝܵܐ ܫܩܝܼܠ ܠܹܗ ܘܐ݇ܟ݂ܝܼܠ ܠܹܗ، ܘܝܘܼܗ݇ܒܸܠ ܠܹܗ ܠܐܵܢܝܼ ܕܝܼܗ݇ܘܵܘ ܥܲܡܹܗ، ܐܘܼܦ ܐܸܢ ܕܠܹܐ ܝܗ݇ܘܵܐ ܩܵܢܘܿܢܵܝܬܵܐ ܐܸܠܹܗ ܠܹܐܟ݂ܵܠܵܐ ܫܒ݂ܘܿܩ ܡ̣ܢ ܠܟܵܗܢܹ̈ܐ ܒܢܲܦ̮ܫܲܝܗܝ.“","”'weereh lbayta dalaha, o lakhma dpatoora dmarya shqeel-leh o kheel-leh, o yoebil-leh lanee deewaw 'ameh, oep in dle ywa qanoonayta ileh lekhala shwooq min lkahne bnawshayhy.“","how he entered into the house of God, and did take and eat the shewbread, and gave also to them that were with him; which it is not lawful to eat save for the priests alone?"
,,5,"ܘܐ݇ܡܝܼܪܹܗ ܐܸܠܲܝܗܝ، ”ܡܵܪܵܐ ܕܫܲܒܬܵܐ ܝܠܹܗ ܒܪܘܿܢܵܐ ܕܐ݇ܢܵܫܵܐ.“","O meereh ilayhy, ”mara dshabta-yleh broona dnasha.“","And he said unto them, The Son of man is lord of the sabbath."
,,6,ܒܫܲܒܬܵܐ ܐ݇ܚܹܪ݇ܬܵܐ ܥܒ݂ܝܼܪܹܗ ܝܼܫܘܿܥ ܠܟܢܘܼܫܬܵܐ ܘܡܲܠܸܦ ܗ݇ܘܵܐ. ܘܐܝܼܬ ܗ݇ܘܵܐ ܬܵܡܵܐ ܚܲܕ ܐ݇ܢܵܫܵܐ ܕܐܝܼܕܹܗ ܕܝܲܡܝܼܢܵܐ ܒܪܝܼܙܬܵܐ ܝܗ݇ܘܵܐ.,Bshabta kheta 'weereh eeshoo' lknoeshta o malip wa. O eet wa tama khad nasha deedeh dyameena breezta ywa.,"And it came to pass on another sabbath, that he entered into the synagogue and taught: and there was a man there, and his right hand was withered."
,,7,"ܣܵܦܪܹ̈ܐ ܘܦܪ̈ܝܼܫܹܐ ܢܵܛܪܝܼ ܗ݇ܘܵܘ ܠܹܗ ܕܐܸܢ ܒܲܣܸܡ ܗ݇ܘܵܐ ܒܝܵܘܡܵܐ ܕܫܲܒܬܵܐ، ܩܵܐ ܕܡܲܫ݇ܟ̰ܚܝܼ ܗ݇ܘܵܘ ܥܸܠܬܵܐ ܠܸܩܒ݂ܵܠܵܐ ܥܲܠܘܼܗܝ.","Sapre o preeshe naṭree waw-leh din basim wa byawma dshabta, qa dmachkhee waw 'ilta liqwala 'aloehy.","And the scribes and the Pharisees watched him, whether he would heal on the sabbath; that they might find how to accuse him."
,,8,"ܐܝܼܢܵܐ ܗ̇ܘ ܝ݇ܕܝܼܥ ܠܹܗ ܚܘܼܫܵܒܲܝ̈ܗܝ، ܘܐ݇ܡܝܼܪܹܗ ܠܐ݇ܢܵܫܵܐ ܐܝܼܕܹܗ ܒܪܝܼܙܬܵܐ، ”ܬܵܐ ܘܟܠܝܼ ܒܹܝܬ݇ ܦܲܠܓܵܐ.“ ܐ݇ܬܹܐ ܠܹܗ ܘܟܠܹܐ ܠܹܗ.","Eena haw dee' leh khoeshabayhy, o meereh lnasha eedeh breezta, ”ta o klee bey palga.“ te-leh o kle-leh.","But he knew their thoughts; and he said to the man that had his hand withered, Rise up, and stand forth in the midst. And he arose and stood forth."
,,9,"ܐ݇ܡܝܼܪܹܗ ܐܸܠܲܝܗܝ ܝܼܫܘܿܥ، ”ܒܵܥܹܝܢ ܕܒܲܩܪܸܢܵܘܟ݂ܘܿܢ ܚܲܕ ܡܸܢܕܝܼ: ܐܲܝܢܝܼ ܝܠܵܗ̇ ܩܵܢܘܿܢܵܝܬܵܐ ܠܸܥܒ݂ܵܕܵܐ ܒܝܵܘܡܵܐ ܕܫܲܒܬܵܐ، ܛܵܒ݂ܬܵܐ ܝܲܢ ܒܝܼܫܬܵܐ؟ ܠܦܲܪܘܼܩܹܐ ܝܲܢ ܠܛܲܠܘܼܩܹܐ ܓܵܢܵܐ؟“","meereh ilayhy eeshoo', ”ba'eyn dbaqrinawkhoon khad mindee: aynee-ylaha qanoonayta li'wada byawma dshabta, ṭawta yan beeshta? Lparoeqe yan lṭaloeqe gana?“","And Jesus said unto them, I ask you, Is it lawful on the sabbath to do good, or to do harm? to save a life, or to destroy it?"
,,10,"ܘܚܝܼܪܹܗ ܠܚܵܕܸܪ̈ܘܵܢܘܼܗܝ ܒܟܠܲܝܗܝ، ܘܐ݇ܡܝܼܪܹܗ ܠܗ̇ܘ ܐ݇ܢܵܫܵܐ، ”ܦܲܫܸܛ ܐܝܼܕܘܼܟ݂.“ ܦܘܼܫܛܵܐ ܠܹܗ ܘܒܣܝܼܡ ܠܵܗ̇.","O kheereh lkhadirwanoehy bklayhy, o meereh lhaw nasha, ”pashiṭ eedoekh.“ poeshṭa-leh o bseem-laha.","And he looked round about on them all, and said unto him, Stretch forth thy hand. And he did so: and his hand was restored."
,,11,"ܘܐܵܢܝܼ ܦܝܼܫ ܠܗܘܿܢ ܡܸܠܝܹܐ ܟܲܪܒܵܐ، ܘܗܲܡܙܸܡܝܼ ܗ݇ܘܵܘ ܚܲܕ ܥܲܡ ܗ̇ܘ ܐ݇ܚܹܪ݇ܢܵܐ ܕܡܘܿܕܝܼ ܥܵܒ݂ܕܝܼ ܠܝܼܫܘܿܥ.","O anee peesh-lhoon milye karba, o hamzimee waw khad 'am haw khena dmoodee 'awdee leeshoo'.",But they were filled with madness; and communed one with another what they might do to Jesus.
,,12,"ܒܐܵܢܝܼ ܝܵܘܡܵܢܹ̈ܐ ܦܠܝܼܛ ܠܹܗ ܝܼܫܘܿܥ ܠܛܘܼܪܵܐ ܠܨܲܠܘܼܝܹܐ، ܘܬܵܡܵܐ ܗܘܹܐ ܠܹܗ ܟܠܹܗ ܠܲܝܠܹܐ ܒܨܠܘܿܬܵܐ ܠܐܲܠܵܗܵܐ.","Banee yawmane pleeṭ-leh eeshoo' lṭoera lṣaloeye, o tama hwe-leh kleh layle bṣloota lalaha.","And it came to pass in these days, that he went out into the mountain to pray; and he continued all night in prayer to God."
,,13,"ܘܐܝܼܡܲܢ ܕܗܘܹܐ ܠܹܗ ܒܲܗܪܵܐ، ܩܪܹܐ ܠܹܗ ܠܬܲܠܡܝܼܕܘܼ̈ܗܝ، ܘܓܘܼܒܹܐ ܠܹܗ ܡܸܢܲܝܗܝ ܬܪܸܥܣܲܪ، ܐܵܢܝܼ ܕܩܸܪܝܲܝ ܠܹܗ ܐܘܼܦ ܫܠܝܼܚܹ̈ܐ.","O eeman dhwe-leh bahra, qre-leh ltalmeedoehy, o goebe-leh minayhy tri'sar, anee dqiryay-leh oep shleekhe.","And when it was day, he called his disciples: and he chose from them twelve, whom also he named apostles;"
,,14,"ܫܸܡܥܘܿܢ، ܗ̇ܘ ܕܡܘܼܬܸܒ݂ ܠܹܗ ܫܸܡܹܗ ܟܹܐܦܵܐ، ܘܐܲܢܕܪܹܐܘܿܣ ܐܲܚܘܿܢܘܼܗܝ، ܘܝܲܥܩܘܿܒ݂ ܘܝܘܿܚܲܢܵܢ، ܘܦܝܼܠܝܼܦܘܿܣ ܘܒܲܪ ܬܘܼܠܡܲܝ.","Shim'oon, haw dmoetiw-leh shimeh kepa, o andreoos akhoonoehy, o ya'qoow o yookhanan, o peeleepoos o bar toelmay.","Simon, whom he also named Peter, and Andrew his brother, and James and John, and Philip and Bartholomew,"
,,15,"ܡܲܬܲܝ ܘܬܐܘܿܡܵܐ، ܘܝܲܥܩܘܿܒ݂ ܒܪܘܿܢܵܐ ܕܚܲܠܦܲܝ، ܘܫܸܡܥܘܿܢ ܕܦܝܵܫܵܐ ܝܠܹܗ ܩܸܪܝܵܐ ܛܲܢܵܢܵܐ.","Matay o tooma, o ya'qoow broona dkhalpay, o shim'oon dpyasha-yleh qirya ṭanana.","and Matthew and Thomas, and James the son of Alphaeus, and Simon which was called the Zealot,"
,,16,"ܘܝܼܗܘܼܕܵܐ ܒܪܘܿܢܵܐ ܕܝܲܥܩܘܿܒ݂، ܘܝܼܗܘܼܕܵܐ ܣܟܲܪܝܘܿܛܵܐ ܗ̇ܘ ܕܗܘܹܐ ܠܹܗ ܣܲܦܝܵܢܵܐ.","O eehoeda broona dya'qoow, o eehoeda skaryooṭa haw dhwe-leh sapyana.","and Judas the son of James, and Judas Iscariot, which was the traitor;"
,,17,"ܨܠܹܐ ܠܹܗ ܥܲܡܲܝܗܝ ܝܼܫܘܿܥ ܘܟܠܹܐ ܠܹܗ ܓܵܘ ܕܸܫܬܵܐ، ܘܪܵܒܵܐ ܡ̣ܢ ܬܲܠܡܝܼܕܘܼ̈ܗܝ، ܘܟܸܢܫܵܐ ܪܵܒܵܐ ܕܥܲܡܵܐ ܡ̣ܢ ܟܠܵܗ̇ ܝܼܗܘܼܕ، ܘܡ̣ܢ ܐܘܿܪܸܫܠܸܡ، ܘܡ̣ܢ ܡܲܪܙܵܐ ܕܝܵܡܵܐ ܕܨܘܿܪ ܘܨܲܝܕܘܿܢ، ܐ݇ܬܹܐ ܠܗܘܿܢ ܕܫܵܡܥܝܼ ܗܹܡܸܙܡܵܢܘܼ̈ܗܝ ܘܦܵܝܫܝܼ ܒܘܼܣܡܹܐ ܡ̣ܢ ܡܲܪ̈ܥܲܝܗܝ.","Ṣle-leh 'amayhy eeshoo' o kle-leh gaw dishta, o raba min talmeedoehy, o kinsha raba d'ama min klaha eehoed, o min oorishlim, o min marza dyama dṣoor o ṣaydoon, te-lhoon dsham'ee hemizmanoehy o payshee boesme min mar'ayhy.","and he came down with them, and stood on a level place, and a great multitude of his disciples, and a great number of the people from all Judaea and Jerusalem, and the sea coast of Tyre and Sidon, which came to hear him, and to be healed of their diseases;"
,,18,"ܘܐܵܢܝܼ ܕܝܼܗ݇ܘܵܘ ܡܘܼܠܝܸܨܹܐ ܡ̣ܢ ܪ̈ܘܼܚܵܬܹܐ ܛܲܡ̈ܐܹܐ، ܦܝܼܫ ܠܗܘܿܢ ܒܘܼܣܡܹܐ.","O anee deewaw moelyiṣe min roekhate ṭame, peesh-lhoon boesme.",and they that were troubled with unclean spirits were healed.
,,19,"ܟܠܹܗ ܟܸܢܫܵܐ ܒܵܥܹܐ ܗ݇ܘܵܐ ܠܸܕܩܵܪܵܐ ܒܝܼܹܗ، ܣܵܒܵܒ ܚܲܝܠܵܐ ܦܵܠܹܛ ܗ݇ܘܵܐ ܡܸܢܹܗ، ܘܠܟܠܲܝܗܝ ܒܲܣܸܡ ܗ݇ܘܵܐ.","Kleh kinsha ba'e wa lidqara bee-eh, sabab khayla paleṭ wa mineh, o lklayhy basim wa.","And all the multitude sought to touch him: for power came forth from him, and healed them all."
,,20,"ܚܝܼܪܹܗ ܝܼܫܘܿܥ ܒܬܲܠܡܝܼܕܘܼ̈ܗܝ، ܘܐ݇ܡܝܼܪܹܗ، ”ܛܘܼܒ݂ܵܐ ܐܸܠܵܘܟ݂ܘܿܢ ܡܸܣܟܹܢܹ̈ܐ، ܣܵܒܵܒ ܕܝܼܵܘܟ݂ܘܿܢ ܝܼܠܵܗ̇ ܡܲܠܟܘܼܬܵܐ ܕܐܲܠܵܗܵܐ.","Kheereh eeshoo' btalmeedoehy, o meereh, ”ṭoewa ilawkhoon miskene, sabab deeawkhoon eelaha malkoeta dalaha.","And he lifted up his eyes on his disciples, and said, Blessed are ye poor: for yours is the kingdom of God."
,,21,"ܛܘܼܒ݂ܵܐ، ܐܸܠܵܘܟ݂ܘܿܢ ܕܟܦܝܼܢܹܐ ܝܬܘܿܢ ܐܵܕܝܼܵܐ، ܣܵܒܵܒ ܒܸܬ ܣܵܒ݂ܥܝܼܬܘܿܢ. ܛܘܼܒ݂ܵܐ ܐܸܠܵܘܟ݂ܘܿܢ ܐܲܚܬܘܿܢ ܕܒܵܟܹܝܬܘܿܢ ܐܵܕܝܼܵܐ، ܣܵܒܵܒ ܒܸܬ ܓܵܚܟܝܼܬܘܿܢ.","Ṭoewa, ilawkhoon dkpeene ytoon adeea, sabab bit saw'eetoon. Ṭoewa ilawkhoon akhtoon dbakeytoon adeea, sabab bit gakhkeetoon.",Blessed are ye that hunger now: for ye shall be filled. Blessed are ye that weep now: for ye shall laugh.
,,22,"ܛܘܼܒ݂ܵܐ ܐܸܠܵܘܟ݂ܘܿܢ ܐܝܼܡܲܢ ܕܣܵܢܝܼ ܠܵܘܟ݂ܘܿܢ ܐ݇ܢܵܫܹ̈ܐ، ܘܦܵܪܫܝܼ ܠܵܘܟ݂ܘܿܢ، ܘܠܵܝܡܝܼ ܠܵܘܟ݂ܘܿܢ، ܘܩܵܪܝܼ ܠܵܘܟ݂ܘܿܢ ܒܝܼܫܹ̈ܐ ܒܘܼܬ ܒܪܘܿܢܵܐ ܕܐ݇ܢܵܫܵܐ.","Ṭoewa ilawkhoon eeman dsanee lawkhoon nashe, o parshee lawkhoon, o laymee lawkhoon, o qaree lawkhoon beeshe boet broona dnasha.","Blessed are ye, when men shall hate you, and when they shall separate you from their company, and reproach you, and cast out your name as evil, for the Son of man’s sake."
,,23,"ܚܕܹܝܡܘܼܢ ܘܦܨܘܿܚܘܼܢ ܒܗ̇ܘ ܝܵܘܡܵܐ، ܣܵܒܵܒ ܦܘܼܪܥܵܢܵܘܟ݂ܘܿܢ ܓܘܼܪܵܐ ܝܠܹܗ ܒܫܡܲܝܵܐ. ܗܲܕܟ݂ܵܐ ܟܹܐ ܥܵܒ݂ܕܝܼ ܗ݇ܘܵܘ ܐܘܼܦ ܒܵܒܵܘܵܬܲܝ̈ܗܝ ܠܢܒ݂ܝܼܹ̈ܐ.","Khdeymoen o pṣookhoen bhaw yawma, sabab poer'anawkhoon goera-yleh bshmaya. Hadkha ke 'awdee waw oep babawatayhy lnwee-e.","Rejoice in that day, and leap for joy: for behold, your reward is great in heaven: for in the same manner did their fathers unto the prophets."
,,24,"”ܐܝܼܢܵܐ ܘܵܝ ܐܸܠܵܘܟ݂ܘܿܢ ܥܲܬܝܼܪܹ̈ܐ، ܣܵܒܵܒ ܩܘܼܒܸܠ ܠܵܘܟ݂ܘܿܢ ܝܲܗ݇ܒܲܠܬܵܐ ܕܠܸܒܵܐ.","”Eena way ilawkhoon 'ateere, sabab qoebil lawkhoon yabalta dliba.",But woe unto you that are rich! for ye have received your consolation.
,,25,"ܘܵܝ ܐܸܠܵܘܟ݂ܘܿܢ ܐܵܢܝܼ ܕܣܒ݂ܝܼܥܹܐ ܝܬܘܿܢ ܐܵܕܝܼܵܐ، ܣܵܒܵܒ ܒܸܬ ܟܵܦܢܝܼܬܘܿܢ. ܘܵܝ ܐܸܠܵܘܟ݂ܘܿܢ ܐܵܢܝܼ ܕܓܵܚܟܝܼܬܘܿܢ ܐܵܕܝܼܵܐ، ܣܵܒܵܒ ܒܸܬ ܒܵܟܹܝܬܘܿܢ ܘܥܵܒ݂ܕܝܼܬܘܿܢ ܬܵܥܙܝܼ.","Way ilawkhoon anee dswee'e ytoon adeea, sabab bit kapneetoon. Way ilawkhoon anee dgakhkeetoon adeea, sabab bit bakeytoon o 'awdeetoon ta'zee.","Woe unto you, ye that are full now! for ye shall hunger. Woe unto you, ye that laugh now! for ye shall mourn and weep."
,,26,ܘܵܝ ܐܸܠܵܘܟ݂ܘܿܢ ܐܝܼܡܲܢ ܕܗܲܡܙܸܡܝܼ ܨܦܵܝܝܼ ܒܘܼܬ ܕܝܼܵܘܟ݂ܘܿܢ ܟܠܲܝܗܝ ܒܢܲܝ̈ܢܵܫܵܐ. ܗܲܕܟ݂ܵܐ ܟܹܐ ܥܵܒ݂ܕܝܼ ܗ݇ܘܵܘ ܐܘܼܦ ܒܵܒܵܘܵܬܲܝ̈ܗܝ ܠܢܒ݂ܝܼܹ̈ܐ ܕܲܓܵܠܹ̈ܐ.,Way ilawkhoon eeman dhamzimee ṣpayee boet deeawkhoon klayhy bnaynasha. Hadkha ke 'awdee waw oep babawatayhy lnwee-e dagale.,"Woe unto you, when all men shall speak well of you! for in the same manner did their fathers to the false prophets."
,,27,"”ܐܝܼܢܵܐ ܒܹܐܡܵܪܵܐ ܝܘܸܢ ܐܸܠܵܘܟ݂ܘܿܢ ܕܝܼܬܘܿܢ ܒܸܫܡܵܥܵܐ، ܡܲܚܸܒܘܼܢ ܠܕܸܫܡܸܢܵܘ̈ܟ݂ܘܿܢ، ܘܥܒ݂ܘܿܕܘܼܢ ܛܵܒ݂ܬܵܐ ܠܐܵܢܝܼ ܕܣܵܢܝܼ ܠܵܘܟ݂ܘܿܢ.","”Eena bemara ywin ilawkhoon deetoon bishma'a, makhiboen ldishminawkhoon, o 'woodoen ṭawta lanee dsanee lawkhoon.","But I say unto you which hear, Love your enemies, do good to them that hate you,"
,,28,"”ܒܲܪܟ݂ܘܼܢ ܠܐܵܢܝܼ ܕܠܵܝܛܝܼ ܠܵܘܟ݂ܘܿܢ، ܘܨܲܠܹܝܡܘܼܢ ܒܘܼܬ ܐܵܢܝܼ ܕܛܵܠܡܝܼ ܥܲܠܵܘܟ݂ܘܿܢ.","”Barkhoen lanee dlayṭee lawkhoon, o ṣaleymoen boet anee dṭalmee 'alawkhoon.","bless them that curse you, pray for them that despitefully use you."
,,29,"”ܘܡ̇ܢ ܕܡܵܚܹܐ ܠܘܼܟ݂ ܥܲܠ ܚܲܕ ܓܹܒܵܐ ܕܦܵܬܘܼܟ݂، ܡܲܚܕܸܪ ܐܸܠܹܗ ܐܘܼܦ ܗ̇ܘ ܓܹܒܵܐ ܐ݇ܚܹܪ݇ܢܵܐ. ܘܡ̇ܢ ܕܫܵܩܹܠ ܥܵܒܵܝܬܘܼܟ݂، ܗܲܒ݂݇ܠ ܠܹܗ ܐܘܼܦ ܨܘܼܕܪܘܼܟ݂.","”O man dmakhe-loekh 'al khad geba dpatoekh, makhdir ileh oep haw geba khena. O man dshaqel 'abaytoekh, hal-leh oep ṣoedroekh.",To him that smiteth thee on the one cheek offer also the other; and from him that taketh away thy cloke withhold not thy coat also.
,,30,"”ܟܠ ܡ̇ܢ ܕܛܵܠܹܒ ܡܸܢܘܼܟ݂، ܗܲܒ݂݇ܠ ܠܹܗ، ܘܡ̇ܢ ܕܫܵܩܹܠ ܡܸܢܕܝܼ ܡܸܢܘܼܟ݂، ܠܵܐ ܛܵܠܒܹܬ ܠܹܗ ܡܸܢܹܗ.","”Kl man dṭaleb minoekh, hal-leh, o man dshaqel mindee minoekh, la ṭalbet-leh mineh.",Give to every one that asketh thee; and of him that taketh away thy goods ask them not again.
,,31,"”ܘܕܵܐܟ݂ܝܼ ܕܒܵܥܹܝܬܘܿܢ ܕܥܵܒ݂ܕܝܼ ܐܸܠܵܘܟ݂ܘܿܢ ܐ݇ܢܵܫܹ̈ܐ، ܗܲܕܟ݂ܵܐ ܥܒ݂ܘܿܕܘܼܢ ܐܸܠܲܝܗܝ ܐܘܼܦ ܐܲܚܬܘܿܢ.","”O dakhee dba'eytoon d'awdee ilawkhoon nashe, hadkha 'woodoen ilayhy oep akhtoon.","And as ye would that men should do to you, do ye also to them likewise."
,,32,"”ܐܸܢ ܡܲܚܸܒܝܼܬܘܿܢ ܠܐܵܢܝܼ ܕܡܲܚܸܒܝܼ ܠܵܘܟ݂ܘܿܢ، ܡܘܿܕܝܼ ܝܠܵܗ̇ ܛܵܒ݂ܬܵܘܟ݂ܘܿܢ؟ ܐܘܼܦ ܚܲܛܵܝܹ̈ܐ ܟܹܐ ܡܲܚܸܒܝܼ ܠܐܵܢܝܼ ܕܡܲܚܸܒܝܼ ܠܗܘܿܢ.","”In makhibeetoon lanee dmakhibee lawkhoon, moodee-ylaha ṭawtawkhoon? Oep khaṭaye ke makhibee lanee dmakhibee-lhoon.","And if ye love them that love you, what thank have ye? for even sinners love those that love them."
,,33,"”ܘܐܸܢ ܥܵܒ݂ܕܝܼܬܘܿܢ ܛܵܒ݂ܬܵܐ ܠܐܵܢܝܼ ܕܥܵܒ݂ܕܝܼ ܛܵܒ݂ܬܵܐ ܐܸܠܵܘܟ݂ܘܿܢ، ܐܲܝܟܵܐ ܝܠܵܗ̇ ܛܵܒ݂ܬܵܘܟ݂ܘܿܢ؟ ܐܘܼܦ ܚܲܛܵܝܹ̈ܐ ܟܹܐ ܥܵܒ݂ܕܝܼ ܐܵܗܵܐ.","”O in 'awdeetoon ṭawta lanee d'awdee ṭawta ilawkhoon, ayka-ylaha ṭawtawkhoon? Oep khaṭaye ke 'awdee aha.","And if ye do good to them that do good to you, what thank have ye? for even sinners do the same."
,,34,"”ܘܐܸܢ ܝܵܗ݇ܒ݂ܝܼܬܘܿܢ ܕܲܝܢܵܐ ܠܐܵܢܝܼ ܕܐܝܼܬ ܠܵܘܟ݂ܘܿܢ ܗܹܒ݂ܝܼ ܕܦܵܪܥܝܼ ܠܹܗ ܕܲܝܢܵܘܟ݂ܘܿܢ، ܡܘܿܕܝܼ ܝܠܵܗ̇ ܛܵܒ݂ܬܵܘܟ݂ܘܿܢ؟ ܐܘܼܦ ܚܲܛܵܝܹ̈ܐ ܟܹܐ ܝܵܗ݇ܒ݂ܝܼ ܕܲܝܢܵܐ ܠܚܲܛܵܝܹ̈ܐ ܕܡܸܢܕܪܸܫ ܦܵܝܫܝܼ ܦܪܝܼܥܹܐ.","”O in yaweetoon dayna lanee deet lawkhoon hewee dpar'ee-leh daynawkhoon, moodee-ylaha ṭawtawkhoon? Oep khaṭaye ke yawee dayna lkhaṭaye dmindrish payshee pree'e.","And if ye lend to them of whom ye hope to receive, what thank have ye? even sinners lend to sinners, to receive again as much."
