Book,Chapter,Verse,ASY,TRL,ENG
,,16,ܐ݇ܡܝܼܪܹܗ ܝܼܫܘܿܥ، ”ܐܘܼܦ ܐܲܚܬܘܿܢ ܗܹܫ ܕܠܵܐ ܦܲܪܡܵܝܬܵܐ ܝܬܘܿܢ؟,"meereh eeshoo', ”oep akhtoon hesh dla parmayta ytoon?","And he said, Are ye also even yet without understanding?"
,,17,”ܠܹܐ ܝܵܕܥܝܼܬܘܿܢ، ܡܸܢܕܝܼ ܕܥܵܒܹܪ ܠܦܘܼܡܵܐ ܟܹܐ ܐܵܙܹܠ ܠܟܹܪ݇ܣܵܐ، ܘܡ̣ܢ ܬܵܡܵܐ ܟܹܐ ܦܵܐܹܫ ܪܘܼܦܝܵܐ ܠܒܲܕܲܪ؟,"”Le yad'eetoon, mindee d'aber lpoema ke azel lkesa, o min tama ke paesh roepya lbadar?","Perceive ye not, that whatsoever goeth into the mouth passeth into the belly, and is cast out into the draught?"
,,18,”ܐܝܼܢܵܐ ܡܸܢܕܝܼ ܕܦܵܠܹܛ ܡ̣ܢ ܦܘܼܡܵܐ ܟܹܐ ܐܵܬܹܐ ܡ̣ܢ ܠܸܒܵܐ، ܗ̇ܘ ܟܹܐ ܟ̰ܲܦܠܸܢ ܠܒܲܪܢܵܫܵܐ.,"”Eena mindee dpaleṭ min poema ke ate min liba, haw ke chaplin lbarnasha.",But the things which proceed out of the mouth come forth out of the heart; and they defile the man.
,,19,”ܣܵܒܵܒ ܡ̣ܢ ܠܸܒܵܐ ܟܹܐ ܦܵܠܛܝܼ ܚܘܼܫܵܒܹ̈ܐ ܒܝܼܫܹ̈ܐ: ܩܸܛܠܹ̈ܐ، ܓܲܝܵܪܘܼܬܵܐ، ܙܵܢܝܘܼܬܵܐ، ܣܵܗܕܘܼܬܵܐ ܕܕܘܼܓܠܵܐ، ܓܹܢܵܒ݂ܘܼܬܵܐ، ܘܓܘܼܕܵܦܹ̈ܐ.,"”Sabab min liba ke palṭee khoeshabe beeshe: qiṭle, gayaroeta, zanyoeta, sahdoeta ddoegla, genawoeta, o goedape.","For out of the heart come forth evil thoughts, murders, adulteries, fornications, thefts, false witness, railings:"
,,20,”ܐܲܢܹܐ ܝܢܵܐ ܕܟܹܐ ܟ̰ܲܦܠܸܢܝܼ ܠܒܲܪܢܵܫܵܐ. ܐܝܼܢܵܐ ܐ݇ܟ݂ܵܠܬܵܐ ܒܐܝܼܕܵܬܹ̈ܐ ܠܵܐ ܚܘܼܠܸܠܹܐ ܠܹܐ ܟ̰ܲܦܠܸܢܵܐ ܠܒܲܪܢܵܫܵܐ.“,”Ane yna dke chaplinee lbarnasha. Eena khalta beedate la khoelile le chaplina lbarnasha.“,these are the things which defile the man: but to eat with unwashen hands defileth not the man.
,,21,ܘܦܠܝܼܛ ܠܹܗ ܡ̣ܢ ܬܵܡܵܐ ܝܼܫܘܿܥ ܘܐ݇ܬܹܐ ܠܹܗ ܠܬܚܘܼܡܵܐ ܕܨܘܿܪ ܘܨܲܝܕܘܿܢ.,O pleeṭ-leh min tama eeshoo' o te-leh ltkhoema dṣoor o ṣaydoon.,"And Jesus went out thence, and withdrew into the parts of Tyre and Sidon."
,,22,ܘܗܵܐ ܚܕܵܐ ܒܲܟ݂ܬܵܐ ܟܢܲܥܢܵܝܬܵܐ ܐ݇ܬܹܐ ܠܵܗ̇ ܡ̣ܢ ܐܵܢܝܼ ܬܚܘܼܡܹ̈ܐ، ܡܲܩܘܘܼܚܹܐ، ܘܒܹܐܡܵܪܵܐ، ”ܪܲܚܸܡ ܥܲܠܝܼ ܡܵܪܝܼ، ܒܪܘܿܢܵܐ ܕܕܵܘܝܼܕ، ܒܪܵܬܝܼ ܚܸܪܒܵܐ ܦܝܵܫܵܐ ܝܠܵܗ̇ ܓ̰ܘܼܢܓ̰ܸܪܬܵܐ ܒܫܹܐܕܵܐ.“,"O ha khda bakhta kna'nayta te-laha min anee tkhoeme, maqwoekhe, o bemara, ”rakhim 'alee maree, broona ddaweed, bratee khirba pyasha-ylaha joenjirta bsheda.“","And behold, a Canaanitish woman came out from those borders, and cried, saying, Have mercy on me, O Lord, thou son of David; my daughter is grievously vexed with a devil."
,,23,ܐܝܼܢܵܐ ܗ̇ܘ ܠܵܐ ܓ̰ܘܼܘܸܒ ܠܹܗ ܐܸܠܘܼܗ̇ ܐܘܼܦ ܚܲܕ ܚܲܒܪܵܐ. ܘܬܲܠܡܝܼܕܘܼ̈ܗܝ ܐ݇ܬܹܐ ܠܗܘܿܢ ܠܟܸܣ ܠܹܗ ܘܐ݇ܡܝܼܪܗܘܿܢ ܐܸܠܹܗ، ”ܫܲܕܸܪܵܗ̇، ܡܲܩܘܘܼܚܹܐ ܠܵܗ̇ ܒܵܬ݇ܪܲܢ.“,"Eena haw la joewib-leh iloeha oep khad khabra. O talmeedoehy te-lhoon lkis-leh o meerhoon ileh, ”shadiraha, maqwoekhe-laha baran.“","But he answered her not a word. And his disciples came and besought him, saying, Send her away; for she crieth after us."
,,24,ܓ̰ܘܼܘܸܒ ܠܹܗ ܝܼܫܘܿܥ ܘܐ݇ܡܝܼܪܹܗ، ”ܠܵܐ ܦܝܼܫ ܠܝܼ ܫܘܼܕܪܵܐ ܐܸܠܵܐ ܩܵܐ ܥܸܪ̈ܒܹܐ ܛܠܝܼܩܹ̈ܐ ܡ̣ܢ ܒܹܝܬ ܝܼܣܪܵܝܹܠ.“,"Joewib-leh eeshoo' o meereh, ”la peesh-lee shoedra ila qa 'irbe ṭleeqe min beyt eesrayel.“","But he answered and said, I was not sent but unto the lost sheep of the house of Israel."
,,25,ܐܝܼܢܵܐ ܗ̇ܝ ܒܲܟ݂ܬܵܐ ܐ݇ܬܹܐ ܠܵܗ̇، ܣܓ݂ܝܼܕ ܠܵܗ̇ ܐܸܠܹܗ، ܒܹܐܡܵܪܵܐ، ”ܡܵܪܝܼ، ܗܲܝܸܪܝܼ.“,"Eena hay bakhta te-laha, sgheed-laha ileh, bemara, ”maree, hayiree.“","But she came and worshipped him, saying, Lord, help me."
,,26,ܐܝܼܢܵܐ ܗ̇ܘ ܓ̰ܘܼܘܸܒ ܠܹܗ ܘܐ݇ܡܝܼܪܹܗ، ”ܠܹܐ ܝܠܵܗ̇ ܚܫܝܼܚܬܵܐ ܠܸܫܩܵܠܵܐ ܠܲܚܡܵܐ ܕܒܢܘܿܢܹ̈ܐ ܘܠܕܪܵܝܹܗ ܠܟܲܠܒܹ̈ܐ.“,"Eena haw joewib-leh o meereh, ”le-ylaha khsheekhta lishqala lakhma dbnoone o ldrayeh lkalbe.“","And he answered and said, It is not meet to take the children’s bread and cast it to the dogs."
,,27,ܘܗ̇ܝ ܓ̰ܘܼܘܸܒ ܠܵܗ̇، ”ܗܹܐ ܡܵܪܝܼ، ܐܝܼܢܵܐ ܐܘܼܦ ܟܲܠܒܹ̈ܐ ܟܹܐ ܐܵܟ݂ܠܝܼ ܡ̣ܢ ܦܸܪ̈ܬܘܼܚܹܐ ܕܢܵܦܠܝܼ ܡ̣ܢ ܦܵܬܘܿܪܵܐ ܕܡܵܪ̈ܵܘܵܬܲܝܗܝ.“,"O hay joewib-laha, ”he maree, eena oep kalbe ke akhlee min pirtoekhe dnaplee min patoora dmarawatayhy.“","But she said, Yea, Lord: for even the dogs eat of the crumbs which fall from their masters’ table."
,,28,ܗ̇ܝܓܵܗ ܓ̰ܘܼܘܸܒ ܠܹܗ ܝܼܫܘܿܥ ܘܐ݇ܡܝܼܪܹܗ ܐܸܠܘܼܗ̇، ”ܒܲܟ݂ܬܵܐ، ܓܘܼܪܬܵܐ ܝܠܵܗ̇ ܗܲܝܡܵܢܘܼܬܵܟ݂ܝ، ܗܵܘܹܐ ܠܵܟ݂ܝ ܐܲܝܟ݂ ܕܒܵܥܝܲܬܝ.“ ܘܒܣܝܼܡ ܠܵܗ̇ ܒܪܵܬܘܼܗ̇ ܡ̣ܢ ܗ̇ܝ ܣܵܥܲܬ.,"Haygah joewib-leh eeshoo' o meereh iloeha, ”bakhta, goerta-ylaha haymanoetakhy, hawe lakhy aykh dba'yaty.“ o bseem-laha bratoeha min hay sa'at.","Then Jesus answered and said unto her, O woman, great is thy faith: be it done unto thee even as thou wilt. And her daughter was healed from that hour."
,,29,ܫܘܼܢܹܐ ܠܹܗ ܝܼܫܘܿܥ ܡ̣ܢ ܗ̇ܝ ܕܘܼܟܵܐ ܕܝܼܗ݇ܘܵܐ ܘܐ݇ܬܹܐ ܠܹܗ ܠܡܲܪܙܵܐ ܕܝܵܡܵܐ ܕܓܠܝܼܠܵܐ، ܐ݇ܣܝܼܩ ܠܹܗ ܠܛܘܼܪܵܐ، ܘܝ݇ܬܝܼܒ݂ ܠܹܗ ܬܵܡܵܐ.,"Shoene-leh eeshoo' min hay doeka deewa o te-leh lmarza dyama dgleela, seeq-leh lṭoera, o teew-leh tama.","And Jesus departed thence, and came nigh unto the sea of Galilee; and he went up into the mountain, and sat there."
,,30,ܘܟܸܢܫܹ̈ܐ ܪܵܒܵܐ ܐ݇ܬܹܐ ܠܗܘܿܢ ܠܟܸܣ ܠܹܗ، ܘܡܘܼܐܬܹܐ ܠܗܘܿܢ ܥܲܡܲܝܗܝ ܫܦܝܼܠܹ̈ܐ ܘܫܸܠܹ̈ܐ ܘܣܸܡܝܹ̈ܐ ܘܚܲܪ̈ܫܹܐ، ܘܪܵܒܵܐ ܐ݇ܚܹܪ̈݇ܢܹܐ، ܘܡܘܼܬܒܲܝ ܠܗܘܿܢ ܩܵܕ݇ܡ ܐܲܩܠܵܬܹ̈ܐ ܕܝܼܫܘܿܥ ܘܒܘܼܣܡܲܝ ܠܹܗ،,"O kinshe raba te-lhoon lkis-leh, o moete-lhoon 'amayhy shpeele o shile o simye o kharshe, o raba khene, o moetbay-lhoon qam aqlate deeshoo' o boesmay-leh,","And there came unto him great multitudes, having with them the lame, blind, dumb, maimed, and many others, and they cast them down at his feet; and he healed them:"
,,31,ܗܲܕܟ݂ܵܐ ܕܥܲܓ̰ܒܝܼ ܗ݇ܘܵܘ ܟܸܢܫܹ̈ܐ، ܐܝܼܡܲܢ ܕܚܙܹܐ ܠܗܘܿܢ ܚܲܪ̈ܫܹܐ ܗܲܡܙܘܼܡܹܐ، ܘܫܸܠܹ̈ܐ ܦܝܵܫܵܐ ܒܘܼܣܡܹܐ، ܘܫܦܝܼܠܹ̈ܐ ܒܸܚܕܵܪܵܐ، ܘܣܸܡܝܹ̈ܐ ܒܸܚܙܵܝܵܐ؛ ܫܘܼܒܸܚ ܠܗܘܿܢ ܠܐܲܠܵܗܵܐ ܕܝܼܣܪܵܝܹܠ.,"Hadkha d'ajbee waw kinshe, eeman dkhze-lhoon kharshe hamzoeme, o shile pyasha boesme, o shpeele bikhdara, o simye bikhzaya; shoebikh-lhoon lalaha deesrayel.","insomuch that the multitude wondered, when they saw the dumb speaking, the maimed whole, and the lame walking, and the blind seeing: and they glorified the God of Israel."
,,32,ܘܩܪܹܐ ܠܹܗ ܝܼܫܘܿܥ ܠܬܲܠܡܝܼܕܘܼ̈ܗܝ ܘܐ݇ܡܝܼܪܹܗ، ”ܪܲܚܘܼܡܹܐ ܝܘܸܢ ܥܲܠ ܐܵܗܵܐ ܟܸܢܫܵܐ، ܣܵܒܵܒ ܐܲܢܹܐ ܬܠܵܬܵܐ ܝܵܘܡܵܢܹ̈ܐ ܠܐܲܟ݂ܵܐ ܝܢܵܐ ܠܟܸܣ ܠܝܼ، ܘܠܲܝܬ ܠܗܘܿܢ ܡܸܢܕܝܼ ܕܐܵܟ݂ܠܝܼ، ܘܠܹܐ ܒܵܥܹܝܢ ܕܫܲܕܪܸܢܗܘܿܢ ܟܦܝܼܢܹܐ، ܕܠܵܐ ܫܲܡܫܸܡܝܼ ܒܐܘܼܪܚܵܐ.“,"O qre-leh eeshoo' ltalmeedoehy o meereh, ”rakhoeme ywin 'al aha kinsha, sabab ane tlata yawmane lakha yna lkis-lee, o layt-lhoon mindee dakhlee, o le ba'eyn dshadrinhoon kpeene, dla shamshimee boerkha.“","And Jesus called unto him his disciples, and said, I have compassion on the multitude, because they continue with me now three days and have nothing to eat: and I would not send them away fasting, lest haply they faint in the way."
,,33,ܐ݇ܡܝܼܪܗܘܿܢ ܐܸܠܹܗ ܬܲܠܡܝܼܕܘܼ̈ܗܝ، ”ܡ̣ܢ ܐܲܝܟܵܐ ܐܝܼܬ ܠܲܢ ܚܲܕ ܗܲܕܟ݂ܵܐ ܠܲܚܡܵܐ ܓܵܘ ܒܲܪܝܼܵܐ، ܕܡܲܣܒܸܥܲܚ ܚܲܕ ܗܲܕܟ݂ܵܐ ܟܸܢܫܵܐ؟“,"meerhoon ileh talmeedoehy, ”min ayka eet lan khad hadkha lakhma gaw bareea, dmasbi'akh khad hadkha kinsha?“","And the disciples say unto him, Whence should we have so many loaves in a desert place, as to fill so great a multitude?"
,,34,ܒܘܼܩܸܪܹܗ ܝܼܫܘܿܥ ܡܸܢܲܝܗܝ، ”ܟܡܵܐ ܠܲܚܡܹ̈ܐ ܐܝܼܬ ܠܵܘܟ݂ܘܿܢ؟“ ܘܐܵܢܝܼ ܓ̰ܘܼܘܸܒ ܠܗܘܿܢ، ”ܫܲܒ݂ܥܵܐ، ܘܚܲܕ݇ܟܡܵܐ ܢܘܼܢܹ̈ܐ ܙܥܘܿܪܹ̈ܐ.“,"Boeqireh eeshoo' minayhy, ”kma lakhme eet lawkhoon?“ o anee joewib-lhoon, ”shaw'a, o khakma noene z'oore.“","And Jesus saith unto them, How many loaves have ye? And they said, Seven, and a few small fishes."
,,35,ܘܦܩܝܼܕ ܠܹܗ ܠܟܸܢܫܹ̈ܐ ܕܝܵܬܒ݂ܝܼ ܥܲܠ ܐܲܪܥܵܐ.,O pqeed-leh lkinshe dyatwee 'al ar'a.,And he commanded the multitude to sit down on the ground;
,,36,ܘܫܩܝܼܠ ܠܹܗ ܠܫܲܒ݂ܥܵܐ ܠܲܚܡܹ̈ܐ ܥܲܡ ܢܘܼܢܹ̈ܐ ܘܒܘܼܪܸܟ݂ ܠܹܗ، ܘܩܨܹܐ ܠܹܗ، ܘܝܘܼܗ݇ܒܸܠ ܠܹܗ ܠܬܲܠܡܝܼܕܘܼ̈ܗܝ، ܘܬܲܠܡܝܼܕܘܼ̈ܗܝ ܝܘܼܗ݇ܒܸܠ ܠܗܘܿܢ ܠܟܸܢܫܹ̈ܐ.,"O shqeel-leh lshaw'a lakhme 'am noene o boerikh-leh, o qṣe-leh, o yoebil-leh ltalmeedoehy, o talmeedoehy yoebil-lhoon lkinshe.","and he took the seven loaves and the fishes; and he gave thanks and brake, and gave to the disciples, and the disciples to the multitudes."
,,37,ܘܐ݇ܟ݂ܝܼܠ ܠܗܘܿܢ ܟܠܲܝܗܝ ܘܣܒ݂ܝܼܥ ܠܗܘܿܢ، ܘܫܩܝܼܠ ܠܗܘܿܢ ܩܸܛܥܵܛܹ̈ܐ ܕܙܝܼܕ ܠܗܘܿܢ ܫܲܒ݂ܥܵܐ ܩܘܼܦܹ̈ܐ ܡܸܠܝܹ̈ܐ.,"O kheel-lhoon klayhy o swee' lhoon, o shqeel-lhoon qiṭ'aṭe dzeed-lhoon shaw'a qoepe milye.","And they did all eat, and were filled: and they took up that which remained over of the broken pieces, seven baskets full."
,,38,ܘܐܵܢܝܼ ܕܐ݇ܟ݂ܝܼܠ ܠܗܘܿܢ ܐܲܪܒܥܵܐ ܐܲܠܦܹ̈ܐ ܐ݇ܢܵܫܹ̈ܐ ܝܗ݇ܘܵܘ، ܫܒ݂ܘܿܩ ܡ̣ܢ ܒܲܟ݂ܬܵܬܹ̈ܐ ܘܝܲܠܘܼܕܹ̈ܐ.,"O anee dkheel-lhoon arb'a alpe nashe ywaw, shwooq min bakhtate o yaloede.","And they that did eat were four thousand men, beside women and children."
,,39,ܡ̣ܢ ܒܵܬ݇ܪ ܕܫܘܼܕܸܪܹܗ ܠܟܸܢܫܹ̈ܐ، ܐ݇ܣܝܼܩ ܠܹܗ ܠܓܵܡܝܼ، ܘܐ݇ܬܹܐ ܠܹܗ ܠܬܚܘܼܡܹ̈ܐ ܕܡܲܓ݂ܕܘܿ.,"Min bar dshoedireh lkinshe, seeq-leh lgamee, o te-leh ltkhoeme dmaghdoo.","And he sent away the multitudes, and entered into the boat, and came into the borders of Magadan."
,16.0,1,ܐ݇ܬܹܐ ܠܗܘܿܢ ܦܪ̈ܝܼܫܹܐ ܘܙܲܕܘܼܩܵܝܹ̈ܐ ܠܟܸܣ ܝܼܫܘܿܥ ܕܓ̰ܲܪܒܝܼ ܗ݇ܘܵܘ ܠܹܗ. ܛܠܝܼܒ ܠܗܘܿܢ ܡܸܢܹܗ ܕܡܲܚܙܹܐ ܠܗܘܿܢ ܢܝܼܫܲܢܩܵܐ ܡ̣ܢ ܫܡܲܝܵܐ.,te-lhoon preeshe o zadoeqaye lkis eeshoo' djarbee waw-leh. Ṭleeb-lhoon mineh dmakhze-lhoon neeshanqa min shmaya.,"And the Pharisees and Sadducees came, and tempting him asked him to shew them a sign from heaven."
,,2,ܓ̰ܘܼܘܸܒ ܠܹܗ ܐܸܠܲܝܗܝ، ”ܐܝܼܡܲܢ ܕܝܼܠܹܗ ܪܲܡܫܵܐ، ܟܹܐ ܐܵܡܪܝܼܬܘܿܢ، ’ܨܸܚܘܵܐ ܝܠܵܗ̇ ܕܘܼܢܝܹܐ ܣܵܒܵܒ ܣܡܝܼܩ ܠܵܗ̇ ܫܡܲܝܵܐ.‘,"Joewib-leh ilayhy, ”eeman deeleh ramsha, ke amreetoon, ’ṣikhwa-ylaha doenye sabab smeeq-laha shmaya.‘","But he answered and said unto them, When it is evening, ye say, It will be fair weather: for the heaven is red."
,,3,”ܘܒܨܲܦܪܵܐ ܟܹܐ ܐܵܡܪܝܼܬܘܿܢ، ’ܐܸܕܝܘܿܡ ܗܵܘܵܐ ܕܒܘܼܪܵܢ ܝܼܠܹܗ، ܣܵܒܵܒ ܣܡܝܼܩ ܠܵܗ̇ ܫܡܲܝܵܐ ܘܚܘܼܫܟܸܢܵܗ̇.‘ ܝܵܐ ܡܲܫܦܸܪ̈ܵܢܹܐ، ܦܵܬܵܐ ܕܫܡܲܝܵܐ ܟܹܐ ܝܵܕܥܝܼܬܘܿܢ ܕܦܵܪܫܝܼܬܘܿܢ ܠܵܗ̇، ܐܝܼܢܵܐ ܢܝܼܫܲܢܩܹ̈ܐ ܕܐܵܗܵܐ ܙܲܒ݂ܢܵܐ ܠܹܐ ܡܵܨܹܝܬܘܿܢ ܦܵܪܫܝܼܬܘܿܢ ܠܗܘܿܢ.,"”O bṣapra ke amreetoon, ’idyoom hawa dboeran eeleh, sabab smeeq-laha shmaya o khoeshkinaha.‘ ya mashpirane, pata dshmaya ke yad'eetoon dparsheetoon-laha, eena neeshanqe daha zawna le maṣeytoon parsheetoon-lhoon.","And in the morning, It will be foul weather today: for the heaven is red and lowring. Ye know how to discern the face of the heaven; but ye cannot discern the signs of the times."
,,4,”ܫܲܪܒܬܵܐ ܒܝܼܫܬܵܐ ܘܓܲܝܵܪܬܵܐ ܢܝܼܫܲܢܩܵܐ ܒܸܛܠܵܒܵܐ ܝܠܵܗ̇، ܘܢܝܼܫܲܢܩܵܐ ܠܹܐ ܦܵܐܹܫ ܝܘܼܗ݇ܒ݂ܵܐ ܐܸܠܘܼܗ̇، ܫܒ݂ܘܿܩ ܡ̣ܢ ܢܝܼܫܲܢܩܵܐ ܕܝܵܘܢܵܢ ܢܒ݂ܝܼܵܐ.“ ܘܫܒ݂ܝܼܩܲܝ ܠܹܗ ܘܐ݇ܙܝܼܠ ܠܹܗ.,"”Sharbta beeshta o gayarta neeshanqa biṭlaba-ylaha, o neeshanqa le paesh yoewa iloeha, shwooq min neeshanqa dyawnan nweea.“ o shweeqay-leh o zeel-leh.","An evil and adulterous generation seeketh after a sign; and there shall no sign be given unto it, but the sign of Jonah. And he left them, and departed."
,,5,ܐܝܼܡܲܢ ܕܥܒ݂ܝܼܪܗܘܿܢ ܬܲܠܡܝܼܕܘܼ̈ܗܝ ܠܗ̇ܘ ܡܲܪܙܵܐ ܐ݇ܚܹܪ݇ܢܵܐ ܕܝܵܡܵܐ، ܡܘܼܢܫܹܐ ܠܗܘܿܢ ܕܫܵܩܠܝܼ ܗ݇ܘܵܘ ܠܲܚܡܵܐ.,"Eeman d'weerhoon talmeedoehy lhaw marza khena dyama, moenshe-lhoon dshaqlee waw lakhma.",And the disciples came to the other side and forgot to take bread.
,,6,ܗ̇ܝܓܵܗ ܐ݇ܡܝܼܪܹܗ ܝܼܫܘܿܥ ܠܬܲܠܡܝܼܕܘܼ̈ܗܝ، ”ܗܘܹܝܡܘܼܢ ܗܸܫܝܵܪ ܡ̣ܢ ܚܡܝܼܪܵܐ ܕܦܪ̈ܝܼܫܹܐ ܘܕܙܲܕܘܼܩܵܝܹ̈ܐ.“,"Haygah meereh eeshoo' ltalmeedoehy, ”hweymoen hishyar min khmeera dpreeshe o dzadoeqaye.“","And Jesus said unto them, Take heed and beware of the leaven of the Pharisees and Sadducees."
,,7,ܘܐܵܢܝܼ ܚܫܝܼܒ݂ ܠܗܘܿܢ ܒܓܵܢܲܝܗܝ ܘܐ݇ܡܝܼܪܗܘܿܢ، ”ܕܠܵܐ ܫܩܝܼܠ ܠܲܢ ܠܲܚܡܵܐ ܥܲܡܲܢ.“,"O anee khsheew-lhoon bganayhy o meerhoon, ”dla shqeel lan lakhma 'aman.“","And they reasoned among themselves, saying, We took no bread."
,,8,ܐܝܼܢܵܐ ܝܼܫܘܿܥ ܝ݇ܕܝܼܥ ܠܹܗ ܘܐ݇ܡܝܼܪܹܗ ܐܸܠܲܝܗܝ، ”ܝܵܐ ܒܵܨܘܿܪܹ̈ܐ ܕܗܲܝܡܵܢܘܼܬܵܐ، ܩܵܡܘܿܕܝܼ ܒܸܚܫܵܒ݂ܵܐ ܝܬܘܿܢ ܒܓܵܢܵܘܟ݂ܘܿܢ ܕܠܲܚܡܵܐ ܠܵܐ ܫܩܝܼܠ ܠܵܘܟ݂ܘܿܢ؟,"Eena eeshoo' dee' leh o meereh ilayhy, ”ya baṣoore dhaymanoeta, qamoodee bikhshawa ytoon bganawkhoon dlakhma la shqeel lawkhoon?","And Jesus perceiving it said, O ye of little faith, why reason ye among yourselves, because ye have no bread?"
,,9,”ܗܲܠ ܐܵܕܝܼܵܐ ܠܵܐ ܦܘܼܪܡܹܐ ܠܵܘܟ݂ܘܿܢ؟ ܠܹܐ ܝܬܘܿܢ ܒܸܕܟ݂ܵܪܵܐ ܠܐܵܢܝܼ ܚܲܡܫܵܐ ܠܲܚܡܹ̈ܐ ܘܚܲܡܫܵܐ ܐܲܠܦܹ̈ܐ ܐ݇ܢܵܫܹ̈ܐ، ܘܟܡܵܐ ܩܘܼܦܹ̈ܐ ܕܫܩܝܼܠ ܠܵܘܟ݂ܘܿܢ؟,"”Hal adeea la poerme lawkhoon? Le ytoon bidkhara lanee khamsha lakhme o khamsha alpe nashe, o kma qoepe dshqeel lawkhoon?","Do ye not yet perceive, neither remember the five loaves of the five thousand, and how many baskets ye took up?"
,,10,”ܘܠܐܵܢܝܼ ܫܲܒ݂ܥܵܐ ܠܲܚܡܹ̈ܐ ܘܐܲܪܒܥܵܐ ܐܲܠܦܹ̈ܐ ܐ݇ܢܵܫܹ̈ܐ، ܘܟܡܵܐ ܣܵܠܹ̈ܐ ܕܫܩܝܼܠ ܠܵܘܟ݂ܘܿܢ؟,"”O lanee shaw'a lakhme o arb'a alpe nashe, o kma sale dshqeel lawkhoon?","Neither the seven loaves of the four thousand, and how many baskets ye took up?"
,,11,”ܕܵܐܟ݂ܝܼ ܠܵܐ ܦܘܼܪܡܹܐ ܠܵܘܟ݂ܘܿܢ ܕܠܹܐ ܝܗ݇ܘܵܐ ܒܘܼܬ ܠܲܚܡܵܐ ܐ݇ܡܝܼܪܝܼ ܐܸܠܵܘܟ݂ܘܿܢ، ܐܝܼܢܵܐ ܕܗܵܘܹܝܬܘܿܢ ܗܸܫܝܵܪ ܡ̣ܢ ܚܡܝܼܪܵܐ ܕܦܪ̈ܝܼܫܹܐ ܘܕܙܲܕܘܼܩܵܝܹ̈ܐ؟“,"”Dakhee la poerme lawkhoon dle ywa boet lakhma meeree ilawkhoon, eena dhaweytoon hishyar min khmeera dpreeshe o dzadoeqaye?“",How is it that ye do not perceive that I spake not to you concerning bread? But beware of the leaven of the Pharisees and Sadducees.
,,12,ܗ̇ܝܓܵܗ ܦܘܼܪܡܹܐ ܠܗܘܿܢ ܬܲܠܡܝܼ̈ܕܹܐ ܕܠܵܐ ܐ݇ܡܝܼܪܹܗ ܕܗܵܘܝܼ ܗܸܫܝܵܪ ܡ̣ܢ ܚܡܝܼܪܵܐ ܕܠܲܚܡܵܐ، ܐܝܼܢܵܐ ܡ̣ܢ ܝܘܼܠܦܵܢܵܐ ܕܦܪ̈ܝܼܫܹܐ ܘܕܙܲܕܘܼܩܵܝܹ̈ܐ.,"Haygah poerme-lhoon talmeede dla meereh dhawee hishyar min khmeera dlakhma, eena min yoelpana dpreeshe o dzadoeqaye.","Then understood they how that he bade them not beware of the leaven of bread, but of the teaching of the Pharisees and Sadducees."
,,13,ܟܲܕ ܐ݇ܬܹܐ ܠܹܗ ܝܼܫܘܿܥ ܠܬܚܘܼܡܹ̈ܐ ܕܩܹܣܲܪܝܵܐ ܕܦܝܼܠܝܼܦܘܿܣ، ܒܘܼܩܸܪܹܗ ܡ̣ܢ ܬܲܠܡܝܼܕܘܼ̈ܗܝ، ”ܡܘܿܕܝܼ ܟܹܐ ܐܵܡܪܝܼ ܐ݇ܢܵܫܹ̈ܐ، ܕܡܵܢܝܼ ܝܠܹܗ ܒܪܘܿܢܵܐ ܕܐ݇ܢܵܫܵܐ؟“,"Kad te-leh eeshoo' ltkhoeme dqesarya dpeeleepoos, boeqireh min talmeedoehy, ”moodee ke amree nashe, dmanee-yleh broona dnasha?“","Now when Jesus came into the parts of Caesarea Philippi, he asked his disciples, saying, Who do men say that the Son of man is?"
,,14,ܘܐܵܢܝܼ ܓ̰ܘܼܘܸܒ ܠܗܘܿܢ، ”ܚܲܕ݇ܟܡܵܐ ܟܹܐ ܐܵܡܪܝܼ، ܐܲܢ݇ܬ ܝܼܘܸܬ ܝܘܿܚܲܢܵܢ ܡܲܥܡܕܵܢܵܐ، ܘܚܲܕ݇ܟܡܵܐ ܟܹܐ ܐܵܡܪܝܼ، ܐܹܠܝܼܵܐ ܝܘܸܬ، ܘܚܲܕ݇ܟܡܵܐ ܟܹܐ ܐܵܡܪܝܼ ܐܹܪܲܡܝܵܐ ܝܘܸܬ، ܝܲܢ ܚܲܕ ܡ̣ܢ ܢܒ݂ܝܼܹ̈ܐ ܐ݇ܚܹܪ̈݇ܢܹܐ.“,"O anee joewib-lhoon, ”khakma ke amree, at eewit yookhanan ma'mdana, o khakma ke amree, eleea ywit, o khakma ke amree eramya ywit, yan khad min nwee-e khene.“","And they said, Some say John the Baptist; some, Elijah: and others, Jeremiah, or one of the prophets."
,,15,ܐܝܼܢܵܐ ܗ̇ܘ ܒܘܼܩܸܪܹܗ ܡܸܢܲܝܗܝ، ”ܐܝܼܢܵܐ ܐܲܚܬܘܿܢ ܡܵܢܝܼ ܒܹܐܡܵܪܵܐ ܝܬܘܿܢ ܕܝܼܘܸܢ؟“,"Eena haw boeqireh minayhy, ”eena akhtoon manee bemara ytoon deewin?“","He saith unto them, But who say ye that I am?"
